#instrument=ARROW,
#ra=21.1892,
#dec=48.3614,
#alt=43.6139,
#az=62.8,
#tracking=true,
#startTime=1571752916,
#startTimeUTC=2019-10-22T14:01:56.318Z,
#user=atc5,
#fullScan=true,
#completeTime=1571753006,
#completeTimeUTC=2019-10-22T14:03:26.473Z,
frequency, intensity
355000,2.617
360000,2.617
365000,2.578
370000,2.559
375000,2.566
380000,2.578
385000,2.605
390000,2.588
395000,2.605
400000,2.605
405000,2.617
410000,2.637
415000,2.644
420000,2.634
425000,2.617
430000,2.607
435000,2.598
440000,2.59
445000,2.588
450000,2.563
455000,2.566
460000,2.578
465000,2.578
470000,2.568
475000,2.585
480000,2.559
485000,2.563
490000,2.559
495000,2.576
500000,2.571
505000,2.563
510000,2.559
515000,2.559
520000,2.568
525000,2.559
530000,2.551
535000,2.539
540000,2.527
545000,2.52
550000,2.507
555000,2.517
560000,2.517
565000,2.5
570000,2.524
575000,2.52
580000,2.52
585000,2.52
590000,2.505
595000,2.507
600000,2.51
605000,2.5
610000,2.49
615000,2.495
620000,2.48
625000,2.471
630000,2.461
635000,2.461
640000,2.471
645000,2.48
650000,2.488
655000,2.483
660000,2.483
665000,2.478
670000,2.505
675000,2.49
680000,2.49
685000,2.507
690000,2.507
695000,2.49
700000,2.48
705000,2.48
710000,2.5
715000,2.505
720000,2.488
725000,2.478
730000,2.471
735000,2.463
740000,2.471
745000,2.471
750000,2.473
755000,2.48
760000,2.49
765000,2.507
770000,2.51
775000,2.5
780000,2.49
785000,2.466
790000,2.471
795000,2.5
800000,2.49
805000,2.507
810000,2.498
815000,2.502
820000,2.49
825000,2.478
830000,2.498
835000,2.493
840000,2.49
845000,2.49
850000,2.48
855000,2.48
860000,2.5
865000,2.512
870000,2.52
875000,2.5
880000,2.493
885000,2.5
890000,2.537
895000,2.556
900000,2.571
905000,2.554
910000,2.566
915000,2.559
920000,2.566
925000,2.568
930000,2.563
935000,2.549
940000,2.559
945000,2.568
950000,2.544
955000,2.529
960000,2.52
965000,2.524
970000,2.515
975000,2.529
980000,2.529
985000,2.549
990000,2.561
995000,2.576
1000000,2.568
1005000,2.578
1010000,2.59
1015000,2.588
1020000,2.566
1025000,2.576
1030000,2.559
1035000,2.559
1040000,2.566
1045000,2.556
1050000,2.563
1055000,2.544
1060000,2.563
1065000,2.559
1070000,2.544
1075000,2.561
1080000,2.549
1085000,2.566
1090000,2.566
1095000,2.563
1100000,2.549
1105000,2.556
1110000,2.546
1115000,2.559
1120000,2.578
1125000,2.546
1130000,2.539
1135000,2.559
1140000,2.566
1145000,2.566
1150000,2.568
1155000,2.578
1160000,2.578
1165000,2.578
1170000,2.617
1175000,2.603
1180000,2.598
1185000,2.603
1190000,2.595
1195000,2.593
1200000,2.583
