#instrument=ARROW,
#ra=12.8628,
#dec=27.1139,
#alt=56.9878,
#az=127.75,
#tracking=true,
#startTime=1571734221,
#startTimeUTC=2019-10-22T08:50:21.853Z,
#user=atc5,
#fullScan=true,
#completeTime=1571734311,
#completeTimeUTC=2019-10-22T08:51:51.860Z,
frequency, intensity
295000,2.307
300000,2.319
305000,2.314
310000,2.322
315000,2.332
320000,2.358
325000,2.351
330000,2.356
335000,2.358
340000,2.351
345000,2.351
350000,2.39
355000,2.419
360000,2.39
365000,2.395
370000,2.371
375000,2.334
380000,2.341
385000,2.341
390000,2.354
395000,2.334
400000,2.317
405000,2.314
410000,2.312
415000,2.324
420000,2.324
425000,2.334
430000,2.334
435000,2.346
440000,2.339
445000,2.344
450000,2.346
455000,2.334
460000,2.332
465000,2.334
470000,2.351
475000,2.341
480000,2.334
485000,2.344
490000,2.334
495000,2.346
500000,2.332
505000,2.344
510000,2.363
515000,2.354
520000,2.351
525000,2.351
530000,2.354
535000,2.361
540000,2.361
545000,2.354
550000,2.363
555000,2.354
560000,2.344
565000,2.354
570000,2.349
575000,2.361
580000,2.354
585000,2.363
590000,2.344
595000,2.336
600000,2.354
605000,2.354
610000,2.371
615000,2.354
620000,2.349
625000,2.354
630000,2.334
635000,2.363
640000,2.373
645000,2.344
650000,2.361
655000,2.351
660000,2.361
665000,2.378
670000,2.393
675000,2.373
680000,2.393
685000,2.429
690000,2.424
695000,2.432
700000,2.424
705000,2.422
710000,2.417
715000,2.383
720000,2.38
725000,2.402
730000,2.383
735000,2.395
740000,2.402
745000,2.393
750000,2.383
755000,2.375
760000,2.383
765000,2.383
770000,2.373
775000,2.397
780000,2.39
785000,2.402
790000,2.432
795000,2.412
800000,2.412
805000,2.393
810000,2.388
815000,2.41
820000,2.412
825000,2.432
830000,2.427
835000,2.432
840000,2.444
845000,2.449
850000,2.461
855000,2.471
860000,2.449
865000,2.456
870000,2.454
875000,2.441
880000,2.441
885000,2.458
890000,2.471
895000,2.49
900000,2.498
905000,2.507
910000,2.522
915000,2.507
920000,2.502
925000,2.507
930000,2.5
935000,2.517
940000,2.507
945000,2.5
950000,2.515
955000,2.5
960000,2.5
965000,2.5
970000,2.5
975000,2.49
980000,2.49
985000,2.49
990000,2.495
995000,2.498
1000000,2.488
1005000,2.49
1010000,2.471
1015000,2.458
1020000,2.461
1025000,2.458
1030000,2.451
1035000,2.454
1040000,2.458
1045000,2.49
1050000,2.468
1055000,2.48
1060000,2.485
1065000,2.49
1070000,2.49
1075000,2.498
1080000,2.5
1085000,2.507
1090000,2.539
1095000,2.534
1100000,2.527
1105000,2.498
1110000,2.502
1115000,2.507
1120000,2.498
1125000,2.49
1130000,2.488
1135000,2.5
1140000,2.522
1145000,2.517
1150000,2.515
1155000,2.517
1160000,2.537
1165000,2.549
1170000,2.549
1175000,2.559
1180000,2.537
1185000,2.556
1190000,2.549
1195000,2.539
1200000,2.549
