#instrument=ARROW,
#ra=19.3847,
#dec=15.1214,
#alt=33.1917,
#az=250.65,
#tracking=true,
#startTime=1636056112,
#startTimeUTC=2021-11-04T20:01:52.600Z,
#user=cs9527,
#fullScan=true,
#completeTime=1636056212,
#completeTimeUTC=2021-11-04T20:03:32.938Z,
frequency, intensity
560000,2.253
565000,2.236
570000,2.236
575000,2.236
580000,2.229
585000,2.236
590000,2.236
595000,2.249
600000,2.244
605000,2.236
610000,2.249
615000,2.263
620000,2.266
625000,2.256
630000,2.256
635000,2.246
640000,2.256
645000,2.263
650000,2.256
655000,2.246
660000,2.246
665000,2.263
670000,2.246
675000,2.256
680000,2.263
685000,2.256
690000,2.246
695000,2.268
700000,2.285
705000,2.258
710000,2.266
715000,2.285
720000,2.266
725000,2.285
730000,2.292
735000,2.278
740000,2.288
745000,2.283
750000,2.297
755000,2.29
760000,2.305
765000,2.295
770000,2.302
775000,2.292
780000,2.305
785000,2.305
790000,2.292
795000,2.302
800000,2.302
805000,2.319
810000,2.295
815000,2.283
820000,2.275
825000,2.246
830000,2.266
835000,2.278
840000,2.28
845000,2.29
850000,2.305
855000,2.295
860000,2.295
865000,2.273
870000,2.324
875000,2.314
880000,2.324
885000,2.324
890000,2.324
895000,2.312
900000,2.302
905000,2.29
910000,2.295
915000,2.312
920000,2.305
925000,2.324
930000,2.319
935000,2.324
940000,2.314
945000,2.327
950000,2.327
955000,2.341
960000,2.332
965000,2.314
970000,2.324
975000,2.305
980000,2.322
985000,2.324
990000,2.324
995000,2.351
1000000,2.344
1005000,2.334
1010000,2.324
1015000,2.324
1020000,2.344
1025000,2.332
1030000,2.334
1035000,2.344
1040000,2.339
1045000,2.363
1050000,2.363
1055000,2.363
1060000,2.368
1065000,2.354
1070000,2.329
1075000,2.341
1080000,2.354
1085000,2.351
1090000,2.361
1095000,2.4
1100000,2.419
1105000,2.383
1110000,2.38
1115000,2.373
1120000,2.354
1125000,2.383
1130000,2.383
1135000,2.368
1140000,2.378
1145000,2.346
1150000,2.354
1155000,2.39
1160000,2.4
1165000,2.393
1170000,2.397
1175000,2.402
1180000,2.397
1185000,2.397
1190000,2.412
1195000,2.412
1200000,2.39
